danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,edm,latin,pop,r&b,rap,rock,predicted_value
0.511,0.825,9.0,-6.874,1.0,0.238,0.09,0.0,0.114,0.699,175.221,260800.0,0,0,0,0,1,0,0.0
0.943,0.708,10.0,-4.686,1.0,0.116,0.025,2.33e-05,0.0846,0.581,112.959,417733.0,0,0,0,1,0,0,0.0
0.601,0.693,4.0,-5.927,0.0,0.0817,0.0973,3.17e-06,0.0807,0.526,120.006,184000.0,0,0,1,0,0,0,1.0
0.74,0.74,5.0,-3.647,0.0,0.0686,0.205,0.0,0.107,0.717,93.95,219600.0,0,1,0,0,0,0,1.0
0.558,0.819,8.0,-3.802,1.0,0.0529,0.0184,4e-06,0.136,0.147,128.099,148120.0,1,0,0,0,0,0,0.0
0.399,0.802,6.0,-7.869,0.0,0.35,0.0273,0.00387,0.187,0.437,87.818,320973.0,0,0,0,1,0,0,0.0
0.85,0.581,0.0,-7.98,0.0,0.0497,0.00232,0.0267,0.386,0.528,130.0,221612.0,0,0,0,0,1,0,0.0
0.826,0.773,11.0,-4.218,0.0,0.0524,0.323,0.0,0.143,0.761,126.899,238200.0,0,1,0,0,0,0,1.0
0.474,0.323,2.0,-13.226,0.0,0.0407,0.874,0.000101,0.0927,0.861,172.844,143827.0,0,0,0,0,0,1,0.0
0.719,0.668,7.0,-6.35,1.0,0.0479,0.000352,0.498,0.0851,0.166,99.995,198000.0,0,0,0,0,1,0,0.0
0.646,0.631,8.0,-10.748,0.0,0.0436,0.00462,0.288,0.122,0.167,109.02,283067.0,1,0,0,0,0,0,0.0
0.806,0.558,9.0,-6.46,1.0,0.0683,0.482,0.0,0.0618,0.678,95.016,198973.0,0,1,0,0,0,0,1.0
0.737,0.961,10.0,-0.155,0.0,0.0747,0.163,0.0,0.361,0.567,108.014,191089.0,0,1,0,0,0,0,0.0
0.766,0.822,1.0,-4.126,0.0,0.16,0.39,3.37e-05,0.349,0.881,165.842,231921.0,0,1,0,0,0,0,1.0
0.776,0.647,2.0,-6.31,1.0,0.0824,0.00552,0.0,0.0783,0.661,117.023,257867.0,0,0,1,0,0,0,0.0
0.497,0.719,6.0,-9.397,1.0,0.0266,0.0613,0.0,0.411,0.547,95.769,255733.0,0,0,0,0,0,1,0.0
0.92,0.553,6.0,-5.068,1.0,0.189,0.237,0.0,0.0767,0.947,112.021,286907.0,0,0,0,0,1,0,0.0
0.549,0.969,1.0,-2.763,1.0,0.049,1.16e-05,0.106,0.104,0.348,101.055,204827.0,0,0,0,0,0,1,0.0
0.702,0.742,11.0,-5.397,0.0,0.119,0.0286,0.0,0.33,0.808,155.055,215226.0,1,0,0,0,0,0,1.0
0.673,0.907,8.0,-2.698,1.0,0.0875,0.00162,0.783,0.5,0.046,127.981,172520.0,1,0,0,0,0,0,0.0
0.748,0.333,1.0,-14.268,1.0,0.0536,0.907,0.764,0.362,0.521,89.103,112750.0,0,0,0,0,1,0,0.0
0.54,0.423,6.0,-8.799,1.0,0.0283,0.294,0.0884,0.152,0.353,150.135,306040.0,0,0,0,0,0,1,0.0
0.702,0.898,9.0,-6.003,1.0,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760.0,0,0,1,0,0,0,0.0
0.792,0.713,0.0,-9.199,1.0,0.0539,0.000611,0.845,0.0855,0.849,130.418,449907.0,0,0,1,0,0,0,0.0
0.853,0.693,0.0,-4.337,1.0,0.0524,0.0855,7.16e-05,0.11,0.547,124.049,205986.0,0,0,1,0,0,0,1.0
0.711,0.714,7.0,-4.714,0.0,0.0374,0.183,0.0287,0.122,0.389,104.912,188849.0,0,0,1,0,0,0,1.0
0.64,0.609,11.0,-7.955,1.0,0.0675,0.633,4.37e-05,0.112,0.342,86.087,205576.0,0,0,1,0,0,0,0.0
0.847,0.402,7.0,-9.952,1.0,0.0641,0.0118,0.0,0.283,0.752,99.693,259440.0,0,0,0,1,0,0,1.0
0.497,0.345,5.0,-7.666,0.0,0.181,0.962,0.944,0.108,0.669,77.695,108000.0,0,0,0,0,1,0,0.0
0.63,0.694,11.0,-6.257,0.0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519.0,0,0,1,0,0,0,0.0
0.608,0.709,7.0,-6.175,1.0,0.374,0.119,0.0,0.337,0.709,105.742,272069.0,0,0,0,1,0,0,0.0
0.879,0.849,9.0,-6.115,0.0,0.182,0.00844,0.371,0.0689,0.732,120.995,186545.0,1,0,0,0,0,0,0.0
0.785,0.412,0.0,-8.121,0.0,0.25,0.696,1.45e-05,0.142,0.513,143.099,216284.0,0,0,0,1,0,0,1.0
0.604,0.417,10.0,-12.598,0.0,0.0385,0.0681,0.0,0.0425,0.558,74.57,323827.0,0,0,0,1,0,0,0.0
0.58,0.571,9.0,-9.116,1.0,0.0321,0.378,5.13e-06,0.358,0.818,128.15,248013.0,0,0,0,0,0,1,0.0
0.522,0.682,6.0,-10.183,1.0,0.0344,0.29,1.23e-05,0.339,0.529,111.902,261560.0,0,0,1,0,0,0,0.0
0.567,0.865,6.0,-5.125,1.0,0.139,0.0127,0.0,0.0546,0.838,187.981,244061.0,0,0,1,0,0,0,0.0
0.639,0.664,5.0,-4.926,1.0,0.0357,0.329,1.53e-06,0.382,0.351,116.028,194483.0,1,0,0,0,0,0,0.0
0.698,0.91,4.0,-4.407,0.0,0.0351,0.211,3.46e-06,0.156,0.772,97.985,239920.0,0,1,0,0,0,0,0.0
0.704,0.721,8.0,-5.319,0.0,0.227,0.0355,1.82e-05,0.591,0.775,174.043,275467.0,0,0,0,0,1,0,0.0
0.757,0.759,7.0,-5.928,1.0,0.0385,0.486,4.1e-06,0.305,0.727,96.052,260632.0,0,1,0,0,0,0,1.0
0.314,0.93,9.0,-6.237,1.0,0.105,2.01e-05,0.501,0.139,0.294,100.935,363680.0,0,0,0,0,0,1,0.0
0.724,0.491,8.0,-6.024,1.0,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746.0,0,0,0,1,0,0,1.0
0.766,0.703,0.0,-9.979,1.0,0.26,0.172,1.57e-06,0.0785,0.767,136.043,266942.0,0,0,0,0,1,0,0.0
0.818,0.858,1.0,-4.219,0.0,0.0398,0.0642,0.256,0.256,0.753,119.605,258503.0,0,0,1,0,0,0,0.0
0.694,0.63,7.0,-6.84,0.0,0.162,0.0998,0.000635,0.12,0.341,90.045,189493.0,0,1,0,0,0,0,1.0
0.468,0.769,4.0,-7.036,1.0,0.041,0.00014,0.00124,0.271,0.17,104.102,270920.0,0,0,0,0,0,1,0.0
0.874,0.391,10.0,-15.11,0.0,0.112,0.229,0.764,0.338,0.502,98.88,262333.0,0,0,0,0,1,0,0.0
0.606,0.758,5.0,-5.721,0.0,0.027,0.000289,0.11,0.143,0.435,116.043,219052.0,0,0,1,0,0,0,0.0
0.86,0.697,1.0,-4.727,1.0,0.0718,0.102,0.0,0.159,0.586,129.978,268794.0,0,0,0,0,1,0,1.0
0.845,0.881,1.0,-3.709,1.0,0.231,0.0236,0.00507,0.0645,0.415,128.164,175256.0,1,0,0,0,0,0,0.0
0.665,0.582,0.0,-10.861,1.0,0.0691,0.592,0.00077,0.148,0.546,85.351,225173.0,0,0,0,1,0,0,0.0
0.97,0.557,1.0,-5.723,1.0,0.144,0.348,0.0559,0.0878,0.514,124.998,497788.0,1,0,0,0,0,0,0.0
0.675,0.792,8.0,-4.725,1.0,0.0347,0.0455,1.05e-05,0.107,0.403,116.076,159310.0,0,1,0,0,0,0,0.0
0.548,0.65,11.0,-12.406,0.0,0.408,0.117,1.6e-06,0.102,0.439,96.783,196531.0,0,0,0,1,0,0,0.0
0.548,0.815,3.0,-4.389,0.0,0.0376,0.0154,0.0,0.12,0.345,146.934,273733.0,0,0,0,0,1,0,0.0
0.706,0.524,6.0,-8.804,1.0,0.026,0.127,0.00129,0.109,0.296,111.991,183183.0,0,1,0,0,0,0,0.0
0.765,0.906,8.0,-2.097,0.0,0.0965,0.125,0.0,0.423,0.95,96.071,184558.0,0,0,1,0,0,0,1.0
0.636,0.623,5.0,-7.016,1.0,0.0603,0.468,0.00453,0.351,0.389,100.026,211150.0,0,1,0,0,0,0,0.0
0.451,0.55,1.0,-8.137,1.0,0.262,0.0108,0.0,0.0737,0.594,80.001,227960.0,0,0,0,0,1,0,0.0
0.707,0.759,11.0,-12.328,0.0,0.046,0.0769,2.84e-05,0.0775,0.955,115.142,229107.0,0,0,0,1,0,0,0.0
0.675,0.76,11.0,-7.037,1.0,0.0434,0.104,0.0,0.33,0.468,124.933,172800.0,0,0,1,0,0,0,0.0
0.836,0.793,7.0,-7.744,1.0,0.109,0.0627,2.57e-05,0.219,0.887,106.005,305067.0,0,0,0,1,0,0,0.0
0.886,0.641,11.0,-7.263,0.0,0.263,0.0531,0.000542,0.113,0.489,111.649,243267.0,0,0,0,0,1,0,0.0
0.594,0.276,3.0,-10.726,0.0,0.0262,0.309,0.0,0.0829,0.602,106.37,158733.0,0,0,0,1,0,0,0.0
0.749,0.518,1.0,-7.581,0.0,0.0987,0.0377,0.0,0.376,0.575,75.994,217080.0,0,0,0,1,0,0,0.0
0.613,0.289,8.0,-16.529,1.0,0.0305,0.743,1.57e-06,0.0617,0.553,144.188,150707.0,0,0,0,0,0,1,0.0
0.598,0.437,2.0,-10.97,1.0,0.0422,0.0883,0.839,0.1,0.0697,147.844,172009.0,0,0,0,0,1,0,0.0
0.44,0.469,5.0,-8.338,0.0,0.112,0.449,0.0,0.169,0.225,169.755,231676.0,0,1,0,0,0,0,1.0
0.772,0.551,1.0,-6.896,1.0,0.0906,0.0433,0.0,0.149,0.269,91.048,214086.0,0,0,0,0,1,0,0.0
0.845,0.399,1.0,-7.509,1.0,0.309,0.00525,0.74,0.102,0.148,143.049,257600.0,0,0,0,0,1,0,0.0
0.624,0.723,1.0,-6.782,1.0,0.378,0.172,0.0,0.483,0.757,84.789,216933.0,0,0,0,0,1,0,0.0
0.56,0.833,7.0,-5.504,0.0,0.0364,0.000985,9.64e-05,0.173,0.35,129.988,204933.0,1,0,0,0,0,0,0.0
0.591,0.9,7.0,-4.293,0.0,0.0872,0.0136,2.07e-06,0.285,0.284,127.931,227893.0,0,0,1,0,0,0,1.0
0.634,0.492,7.0,-7.25,1.0,0.0424,0.0169,3.53e-06,0.351,0.101,137.981,202360.0,0,0,0,1,0,0,0.0
0.639,0.856,4.0,-4.136,0.0,0.183,0.0337,2.33e-06,0.178,0.231,128.024,171562.0,1,0,0,0,0,0,0.0
0.72,0.823,9.0,-2.735,1.0,0.0688,0.0588,2.37e-06,0.0949,0.632,104.976,193240.0,0,1,0,0,0,0,1.0
0.703,0.885,0.0,-3.712,1.0,0.145,0.0471,0.0,0.108,0.913,106.884,231168.0,0,1,0,0,0,0,0.0
0.72,0.823,4.0,-1.253,0.0,0.0526,0.394,0.0,0.144,0.184,119.969,203615.0,0,0,0,0,1,0,0.0
0.515,0.766,7.0,-12.768,1.0,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000.0,0,0,0,0,0,1,1.0
0.725,0.693,7.0,-11.845,1.0,0.073,0.0566,0.0704,0.124,0.834,102.341,257830.0,0,0,0,1,0,0,0.0
0.709,0.52,5.0,-9.365,0.0,0.03,0.0682,0.0,0.0623,0.454,134.175,379228.0,0,0,0,1,0,0,0.0
0.775,0.633,10.0,-3.332,0.0,0.133,0.201,0.0,0.219,0.394,140.008,250333.0,0,1,0,0,0,0,1.0
0.507,0.957,2.0,-4.324,1.0,0.179,0.00751,0.117,0.138,0.139,128.003,175957.0,1,0,0,0,0,0,0.0
0.466,0.307,2.0,-11.126,0.0,0.0419,0.685,2.29e-06,0.106,0.214,129.171,234852.0,0,1,0,0,0,0,0.0
0.14,0.691,10.0,-5.524,1.0,0.0472,0.0255,0.0,0.11,0.155,178.912,218131.0,0,0,0,1,0,0,1.0
0.331,0.887,2.0,-5.588,1.0,0.0648,0.114,0.000103,0.367,0.196,135.035,287427.0,0,0,0,0,0,1,0.0
0.667,0.755,9.0,-7.246,1.0,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220.0,0,0,0,0,0,1,1.0
0.666,0.71,0.0,-5.478,0.0,0.175,0.0118,5.28e-06,0.279,0.268,126.044,374769.0,1,0,0,0,0,0,0.0
0.87,0.637,8.0,-9.065,0.0,0.296,0.0119,0.0,0.19,0.949,95.038,265027.0,0,0,0,0,1,0,0.0
0.628,0.801,9.0,-4.32,0.0,0.0403,0.056,0.0,0.102,0.906,139.3,273467.0,0,0,0,0,0,1,0.0
0.661,0.712,3.0,-4.899,0.0,0.0958,0.883,0.742,0.125,0.603,97.645,124173.0,0,0,0,0,1,0,0.0
0.487,0.61,4.0,-13.96,1.0,0.0442,0.0213,0.102,0.251,0.517,133.009,508725.0,0,0,0,0,0,1,0.0
0.451,0.962,0.0,-3.947,1.0,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,323707.0,0,0,0,0,0,1,0.0
0.703,0.776,7.0,-3.075,1.0,0.2,0.0746,0.0,0.123,0.483,182.136,215087.0,0,1,0,0,0,0,1.0
0.589,0.959,2.0,-2.817,1.0,0.15,0.00176,0.000445,0.501,0.422,127.993,223433.0,1,0,0,0,0,0,0.0
0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947.0,0,0,1,0,0,0,1.0
0.701,0.663,6.0,-7.227,1.0,0.202,0.0123,1.04e-05,0.131,0.334,100.001,167080.0,0,0,1,0,0,0,0.0
0.802,0.778,11.0,-5.93,0.0,0.0926,0.00771,0.00232,0.0656,0.566,112.026,243214.0,1,0,0,0,0,0,0.0
0.676,0.615,6.0,-7.534,0.0,0.0496,0.0384,0.0,0.341,0.883,163.993,176675.0,0,0,0,0,1,0,0.0
0.74,0.831,5.0,-7.321,1.0,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853.0,0,0,1,0,0,0,1.0
0.58,0.799,10.0,-6.318,0.0,0.398,0.403,0.0339,0.405,0.791,69.401,99000.0,0,0,0,0,1,0,0.0
0.403,0.777,5.0,-6.416,1.0,0.0354,0.0999,3.28e-06,0.124,0.149,76.329,240933.0,0,0,0,0,0,1,1.0
0.504,0.625,4.0,-9.915,1.0,0.0273,0.673,0.253,0.325,0.899,95.192,309067.0,0,0,0,0,0,1,0.0
0.505,0.34,4.0,-9.005,1.0,0.0438,0.576,0.0,0.21,0.0916,101.993,206459.0,0,0,1,0,0,0,1.0
0.613,0.902,7.0,-4.407,1.0,0.0453,0.00065,0.00434,0.322,0.252,127.956,225117.0,1,0,0,0,0,0,0.0
0.593,0.691,2.0,-7.638,1.0,0.0253,0.141,0.0,0.114,0.2,99.946,207187.0,0,1,0,0,0,0,0.0
0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,258800.0,0,1,0,0,0,0,1.0
0.667,0.899,11.0,-7.084,0.0,0.0809,0.0371,4.12e-06,0.541,0.738,101.477,246373.0,0,0,0,1,0,0,0.0
0.858,0.731,1.0,-7.224,1.0,0.237,0.053,0.0,0.15,0.139,85.984,214213.0,0,0,0,0,1,0,0.0
0.743,0.66,7.0,-8.344,1.0,0.283,0.158,0.0,0.107,0.704,149.945,186839.0,0,0,0,0,1,0,0.0
0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933.0,1,0,0,0,0,0,0.0
0.461,0.734,1.0,-9.379,1.0,0.0374,0.00079,0.00554,0.22,0.423,120.55,357933.0,0,0,0,0,0,1,0.0
0.666,0.618,9.0,-7.556,1.0,0.219,0.666,0.0,0.0745,0.347,115.952,153621.0,0,1,0,0,0,0,0.0
0.514,0.646,1.0,-8.833,1.0,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128.0,0,0,0,0,1,0,0.0
0.685,0.731,5.0,-5.119,0.0,0.093,0.204,0.0,0.0722,0.786,177.912,221027.0,0,1,0,0,0,0,1.0
0.702,0.874,7.0,-3.219,1.0,0.0757,0.0853,0.0,0.318,0.76,101.982,240040.0,0,1,0,0,0,0,0.0
0.434,0.725,11.0,-7.075,0.0,0.098,0.0103,1.06e-06,0.329,0.253,174.091,227773.0,0,0,0,0,1,0,0.0
0.812,0.67,5.0,-6.385,0.0,0.0565,0.0218,0.0,0.0518,0.439,137.038,198320.0,0,0,1,0,0,0,1.0
0.259,0.913,2.0,-8.477,1.0,0.134,0.0666,8.16e-05,0.803,0.513,144.815,306225.0,0,0,0,0,0,1,0.0
0.447,0.655,4.0,-5.045,0.0,0.0316,0.0283,4.56e-06,0.215,0.332,157.623,312293.0,0,0,1,0,0,0,1.0
0.561,0.888,8.0,-5.277,1.0,0.0445,4.32e-05,0.00478,0.293,0.151,127.043,233680.0,0,0,0,0,0,1,0.0
0.656,0.347,9.0,-13.398,1.0,0.028,0.488,0.00221,0.0645,0.368,118.288,225973.0,0,0,0,0,0,1,1.0
0.598,0.795,0.0,-5.856,0.0,0.0418,0.00451,1.53e-05,0.116,0.488,134.92,221262.0,0,0,0,0,0,1,0.0
0.679,0.753,6.0,-6.373,0.0,0.0988,0.0377,0.0,0.0785,0.61,80.014,207021.0,0,0,1,0,0,0,1.0
0.749,0.668,10.0,-5.964,0.0,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387.0,0,1,0,0,0,0,1.0
0.591,0.702,7.0,-5.59,1.0,0.0289,0.225,0.0,0.414,0.501,104.003,217653.0,0,0,1,0,0,0,0.0
0.685,0.863,8.0,-5.803,1.0,0.129,0.00353,0.169,0.108,0.449,128.025,183750.0,1,0,0,0,0,0,0.0
0.883,0.725,5.0,-5.977,0.0,0.0953,0.106,0.311,0.089,0.584,127.98,277403.0,1,0,0,0,0,0,0.0
0.53,0.77,6.0,-3.092,0.0,0.276,0.000181,5.99e-05,0.238,0.438,159.09,193200.0,0,0,0,1,0,0,0.0
0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,212267.0,0,0,1,0,0,0,1.0
0.583,0.829,1.0,-4.603,1.0,0.134,0.00864,0.0,0.0426,0.575,174.028,275987.0,0,0,1,0,0,0,0.0
0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.123,0.475,153.848,114893.0,0,1,0,0,0,0,1.0
0.617,0.964,7.0,-3.396,0.0,0.04,0.0011,0.488,0.186,0.379,124.99,237947.0,1,0,0,0,0,0,0.0
0.814,0.813,7.0,-6.344,1.0,0.147,0.00022,0.893,0.371,0.223,128.012,303760.0,1,0,0,0,0,0,0.0
0.849,0.755,1.0,-7.399,0.0,0.363,0.346,0.0,0.0564,0.393,144.186,206655.0,0,0,0,0,1,0,0.0
0.417,0.645,7.0,-10.228,1.0,0.138,0.931,0.766,0.103,0.202,76.815,74893.0,0,0,0,0,1,0,0.0
0.813,0.348,6.0,-11.803,0.0,0.0476,0.837,0.000392,0.108,0.843,144.122,202026.0,0,1,0,0,0,0,0.0
0.7,0.758,10.0,-3.012,0.0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,0,0,0,0,1,0,1.0
0.876,0.662,2.0,-6.482,0.0,0.426,0.0608,0.0,0.127,0.844,75.445,163320.0,0,0,0,0,1,0,0.0
0.701,0.312,9.0,-7.707,1.0,0.0261,0.631,2.14e-06,0.11,0.166,130.159,272600.0,0,0,0,0,0,1,0.0
0.697,0.683,4.0,-7.332,0.0,0.185,0.0746,0.0,0.265,0.527,159.943,145164.0,0,0,0,0,1,0,0.0
0.806,0.388,2.0,-8.481,1.0,0.0473,0.687,0.00353,0.0798,0.766,102.973,201133.0,0,0,0,1,0,0,0.0
0.861,0.59,9.0,-8.745,1.0,0.0756,0.0736,0.0,0.0942,0.43,150.035,229065.0,0,0,0,1,0,0,0.0
0.552,0.948,2.0,-4.896,1.0,0.15,0.000461,0.00031,0.0607,0.502,127.473,282467.0,0,0,0,0,0,1,0.0
0.563,0.86,8.0,-7.533,1.0,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240.0,0,0,0,0,0,1,0.0
0.711,0.893,6.0,-2.863,0.0,0.0354,0.0359,2.79e-05,0.112,0.341,124.034,198387.0,1,0,0,0,0,0,0.0
0.659,0.794,10.0,-5.644,0.0,0.054,0.000761,0.132,0.322,0.852,128.041,228565.0,0,0,1,0,0,0,0.0
0.701,0.73,6.0,-7.45,1.0,0.0486,0.0334,0.0161,0.232,0.765,92.185,166693.0,0,0,0,1,0,0,1.0
0.801,0.908,2.0,-6.554,1.0,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387.0,0,0,0,0,1,0,1.0
0.608,0.725,8.0,-7.291,1.0,0.0279,0.0233,0.0474,0.0812,0.411,109.011,245053.0,0,0,1,0,0,0,0.0
0.772,0.626,1.0,-5.107,0.0,0.124,0.132,0.0,0.0862,0.895,169.934,206295.0,0,1,0,0,0,0,1.0
0.656,0.542,7.0,-7.358,1.0,0.323,0.0484,0.0,0.126,0.551,166.111,141587.0,0,0,0,0,1,0,0.0
0.748,0.629,0.0,-8.42,1.0,0.066,0.0168,0.0,0.0991,0.919,182.448,294947.0,0,0,0,1,0,0,0.0
0.434,0.504,1.0,-4.762,0.0,0.0886,0.657,0.0,0.191,0.66,99.013,181827.0,0,0,0,1,0,0,1.0
0.855,0.564,8.0,-11.062,1.0,0.0496,0.0116,0.0889,0.0875,0.7,121.998,482142.0,1,0,0,0,0,0,0.0
0.619,0.979,8.0,-6.632,1.0,0.07,0.0012,0.529,0.29,0.35,125.022,203520.0,1,0,0,0,0,0,0.0
0.494,0.951,9.0,-4.237,1.0,0.132,0.000569,0.0,0.327,0.441,160.025,202496.0,0,0,1,0,0,0,1.0
0.83,0.783,1.0,-4.313,1.0,0.155,0.0414,0.0,0.235,0.814,102.823,204240.0,0,0,0,1,0,0,0.0
0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400.0,0,0,0,0,0,1,0.0
0.59,0.888,5.0,-2.851,1.0,0.0765,0.0216,0.0,0.487,0.288,126.094,185714.0,0,0,1,0,0,0,1.0
0.916,0.505,8.0,-6.851,0.0,0.302,0.555,0.0,0.376,0.599,123.963,228320.0,0,0,0,0,1,0,1.0
0.84,0.459,0.0,-6.558,1.0,0.147,0.104,2.6e-05,0.108,0.505,132.983,166000.0,0,0,1,0,0,0,0.0
0.814,0.794,7.0,-6.419,1.0,0.0887,0.119,0.000925,0.348,0.647,91.472,150388.0,0,0,0,0,1,0,0.0
0.594,0.935,8.0,-3.562,1.0,0.0565,0.0249,3.97e-06,0.637,0.366,127.015,193187.0,0,0,1,0,0,0,1.0
0.637,0.722,7.0,-4.016,1.0,0.0292,0.114,0.0644,0.0742,0.302,130.632,153415.0,0,0,0,1,0,0,0.0
0.478,0.887,11.0,-2.746,1.0,0.0633,0.000118,0.0,0.28,0.335,150.18,206560.0,0,0,0,0,0,1,0.0
0.549,0.651,0.0,-7.097,1.0,0.0323,0.583,0.0,0.121,0.368,122.818,212307.0,0,0,0,0,0,1,0.0
0.695,0.869,8.0,-5.066,1.0,0.0483,0.41,0.0,0.237,0.58,124.989,234507.0,1,0,0,0,0,0,1.0
0.796,0.624,0.0,-7.532,1.0,0.353,0.0581,1.4e-05,0.257,0.881,179.967,157248.0,0,1,0,0,0,0,1.0
0.453,0.253,6.0,-14.44,1.0,0.0313,0.705,0.000308,0.0892,0.344,120.415,356093.0,0,0,0,0,0,1,1.0
0.557,0.825,1.0,-4.207,1.0,0.25,0.0584,0.0,0.303,0.579,126.4,165452.0,0,0,0,1,0,0,0.0
0.274,0.949,11.0,-8.642,1.0,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307.0,0,0,0,0,0,1,0.0
0.658,0.693,9.0,-7.35,0.0,0.0532,0.114,0.367,0.193,0.428,139.983,102857.0,1,0,0,0,0,0,0.0
0.602,0.725,0.0,-5.678,1.0,0.284,0.00434,0.00326,0.193,0.753,120.086,148000.0,0,0,0,1,0,0,0.0
0.639,0.384,10.0,-14.283,0.0,0.234,0.359,0.0,0.126,0.755,135.903,197693.0,0,0,0,0,1,0,0.0
0.804,0.523,1.0,-14.598,1.0,0.0636,0.00886,0.116,0.0368,0.806,124.323,285333.0,0,0,0,1,0,0,0.0
0.578,0.588,0.0,-4.92,0.0,0.255,0.415,0.0,0.114,0.3,79.174,215671.0,0,0,0,1,0,0,1.0
0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124.0,0,0,0,0,0,1,0.0
0.643,0.79,0.0,-6.403,1.0,0.0356,0.0336,0.00347,0.566,0.33,97.548,242147.0,0,0,1,0,0,0,0.0
0.635,0.304,4.0,-13.306,1.0,0.0405,0.961,0.893,0.103,0.0425,140.004,128957.0,0,0,0,0,1,0,0.0
0.649,0.815,3.0,-3.796,0.0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747.0,0,0,1,0,0,0,1.0
0.535,0.986,6.0,-4.919,1.0,0.0711,0.0223,0.779,0.743,0.362,124.975,180960.0,1,0,0,0,0,0,0.0
0.822,0.656,5.0,-6.159,0.0,0.11,0.254,0.0,0.329,0.734,94.039,188320.0,0,1,0,0,0,0,0.0
0.54,0.487,0.0,-7.013,1.0,0.0311,0.529,0.000106,0.197,0.15,104.718,282147.0,0,1,0,0,0,0,0.0
0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,0,0,0,1,0,0,1.0
0.87,0.543,0.0,-6.436,0.0,0.0616,0.0901,0.000416,0.0763,0.43,96.027,202755.0,0,0,0,1,0,0,1.0
0.4,0.726,0.0,-7.232,1.0,0.0311,0.0447,0.838,0.549,0.806,92.299,152040.0,0,0,1,0,0,0,0.0
0.768,0.806,6.0,-1.406,0.0,0.195,0.261,0.0,0.0785,0.927,88.024,240800.0,0,0,0,0,1,0,0.0
0.676,0.865,1.0,-6.381,1.0,0.0389,0.00105,0.648,0.382,0.0372,128.006,303773.0,1,0,0,0,0,0,0.0
0.697,0.706,0.0,-4.279,1.0,0.0739,0.506,0.0,0.107,0.721,91.038,233736.0,0,0,1,0,0,0,1.0
0.595,0.929,8.0,-6.48,1.0,0.0419,0.000148,0.158,0.334,0.493,92.508,162900.0,0,0,0,0,0,1,0.0
0.669,0.735,10.0,-7.264,1.0,0.329,0.459,0.0,0.103,0.723,117.284,174867.0,0,0,0,1,0,0,0.0
0.627,0.838,10.0,-6.451,0.0,0.427,0.258,0.0,0.123,0.733,89.323,139893.0,0,0,0,0,1,0,0.0
0.479,0.838,2.0,-7.818,1.0,0.033,0.0805,0.298,0.925,0.316,100.135,242933.0,0,0,0,0,0,1,0.0
0.707,0.703,7.0,-5.626,1.0,0.0533,0.542,8.86e-06,0.131,0.759,77.003,203576.0,0,1,0,0,0,0,0.0
0.656,0.75,5.0,-4.594,0.0,0.0584,0.00207,0.874,0.117,0.119,126.04,141905.0,1,0,0,0,0,0,0.0
0.324,0.991,6.0,-4.465,1.0,0.197,0.00247,0.00895,0.104,0.195,140.245,166707.0,0,0,0,0,0,1,0.0
0.699,0.82,3.0,-4.968,0.0,0.243,0.00712,0.0,0.319,0.468,130.015,190427.0,0,0,0,0,1,0,0.0
0.841,0.665,0.0,-10.596,1.0,0.158,0.0189,4.73e-05,0.313,0.595,90.056,233400.0,0,0,0,0,1,0,0.0
0.81,0.818,8.0,-9.599,0.0,0.0511,0.343,0.0548,0.113,0.887,119.982,219603.0,0,0,1,0,0,0,0.0
0.612,0.476,8.0,-8.256,1.0,0.0275,0.861,0.00401,0.147,0.257,118.383,288720.0,0,0,0,1,0,0,0.0
0.719,0.844,7.0,-3.529,1.0,0.103,0.0793,0.0,0.0551,0.941,90.951,243240.0,0,1,0,0,0,0,0.0
